ApprovalDate,ApprovalFY,NoEmp,CreateJob,RetainedJob,DisbursementDate,DisbursementGross,Accept,NewExist_Binary,Franchise_Binary,UrbanRural_Binary,RevLineCr_Binary,LowDoc_Binary,ApprovalDate_quarter,DisbursementDate_quarter,Bank_Categorized,Bank_Categorized_cod,BankState_Categorized,BankState_Categorized_cod,ApprovalFY_Grouped,ApprovalFY_Grouped_cod,NoEmp_Grouped,NoEmp_Grouped_cod,CreateJob_Binary,RetainedJob_Binary,DisbursementGross_Grouped,DisbursementGross_Grouped_cod
10,1988,50,21,29,1,324000,1,1,0,1,0,0,4,1,Otros,8,OH,2,1985-1989,3,15+,4,1,1,150k-500k,3
6,1983,12,0,0,1,54000,1,1,0,1,0,0,2,1,Otros,8,OH,2,1980-1984,2,6-15,3,0,0,30k-75k,1
6,1997,5,0,0,11,15000,1,1,0,1,0,0,2,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,3-5,2,0,0,0-30k,0
12,1999,9,0,0,12,418000,1,1,0,1,0,0,4,4,Otros,8,Otros,3,1995-1999,5,6-15,3,0,0,150k-500k,3
2,1999,2,0,2,5,304200,1,1,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,1,150k-500k,3
10,2002,4,0,0,12,1300000,0,0,0,1,0,0,4,4,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,3-5,2,0,0,500k+,4
5,1991,45,15,30,5,149000,1,1,0,1,0,0,2,2,Otros,8,OH,2,1990-1994,4,15+,4,1,1,75k-150k,2
5,1998,2,0,0,6,67640,1,0,1,1,0,1,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
10,2010,0,0,0,10,10000,1,1,0,0,0,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,0-30k,0
10,2006,1,0,1,3,50000,1,1,0,1,1,0,4,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,1-2,1,0,1,30k-75k,1
4,2007,0,0,0,3,71607,1,1,0,1,1,0,2,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,30k-75k,1
5,1994,1,0,0,7,60000,1,0,1,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,1-2,1,0,0,30k-75k,1
6,2006,10,0,10,7,100000,1,1,0,1,0,0,2,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,75k-150k,2
10,2005,25,0,25,12,30921,0,1,0,1,1,0,4,4,WELLS FARGO BANK NATL ASSOC,12,Otros,3,2005-2009,7,15+,4,0,1,30k-75k,1
6,1994,8,4,4,9,123000,1,1,0,1,0,0,2,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1990-1994,4,6-15,3,1,1,75k-150k,2
4,2008,0,0,0,12,24499,1,1,0,1,1,0,2,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
3,2001,6,0,6,8,213000,1,1,0,1,0,0,1,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,2000-2004,6,6-15,3,0,1,150k-500k,3
2,2004,1,0,1,2,31924,1,1,0,1,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2000-2004,6,1-2,1,0,1,30k-75k,1
4,1997,2,0,0,1,14500,1,0,0,1,0,1,2,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,1-2,1,0,0,0-30k,0
6,2003,1,2,1,8,25000,1,1,0,0,0,0,2,3,CAPITAL ONE NATL ASSOC,0,Otros,3,2000-2004,6,1-2,1,1,1,0-30k,0
12,2014,13,0,0,1,29700,1,1,0,1,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,6-15,3,0,0,0-30k,0
11,2005,7,1,8,11,36816,1,1,0,0,1,0,4,4,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,6-15,3,1,1,30k-75k,1
3,2006,1,0,1,3,13166,1,1,0,1,1,0,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,0,1,0-30k,0
11,2006,7,0,7,3,202548,1,1,0,0,1,0,4,1,Otros,8,OH,2,2005-2009,7,6-15,3,0,1,150k-500k,3
10,2005,1,0,0,11,231100,1,0,0,1,0,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,0,0,150k-500k,3
11,2005,11,0,11,12,303258,1,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,150k-500k,3
12,2000,2,1,2,1,98500,1,1,0,1,0,0,4,1,WELLS FARGO BANK NATL ASSOC,12,Otros,3,2000-2004,6,1-2,1,1,1,75k-150k,2
11,1997,23,8,15,4,111000,1,1,0,1,0,0,4,2,Otros,8,OH,2,1995-1999,5,15+,4,1,1,75k-150k,2
10,1994,6,0,0,1,108000,1,1,0,1,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,6-15,3,0,0,75k-150k,2
8,1986,20,8800,8800,6,93000,1,1,0,1,0,0,3,2,Otros,8,OH,2,1985-1989,3,15+,4,1,1,75k-150k,2
7,2007,15,4,15,9,250000,1,1,0,1,0,0,3,3,Otros,8,Otros,3,2005-2009,7,6-15,3,1,1,150k-500k,3
6,2003,6,2,4,3,50000,1,0,0,1,1,0,2,1,Otros,8,Otros,3,2000-2004,6,6-15,3,1,1,30k-75k,1
8,1990,24,2,22,10,43000,1,1,0,1,0,0,3,4,Otros,8,OH,2,1990-1994,4,15+,4,1,1,30k-75k,1
8,2011,0,0,0,8,25000,1,1,0,1,1,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,0-30k,0
1,2005,1,0,1,2,5000,1,1,0,1,1,0,1,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
8,2002,4,0,0,10,13492,1,0,0,1,0,1,3,4,Otros,8,OH,2,2000-2004,6,3-5,2,0,0,0-30k,0
7,2007,18,0,18,8,111671,0,1,0,1,1,0,3,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,15+,4,0,1,75k-150k,2
9,2003,10,8,10,10,41000,0,0,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,1,1,30k-75k,1
12,1995,13,0,0,4,240000,1,1,0,1,0,0,4,2,Otros,8,OH,2,1995-1999,5,6-15,3,0,0,150k-500k,3
10,2005,2,0,0,12,27300,1,1,0,0,0,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,1-2,1,0,0,0-30k,0
9,1999,8,0,0,5,150000,1,1,0,1,0,1,3,2,Otros,8,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
4,2002,2,2,0,6,41193,1,1,0,1,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,1,0,30k-75k,1
5,2007,3,0,3,6,40000,1,1,0,1,1,0,2,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,30k-75k,1
6,2005,6,4,10,7,83105,1,1,0,0,1,0,2,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,6-15,3,1,1,75k-150k,2
1,2006,12,12,5,2,100000,0,1,0,1,0,0,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,6-15,3,1,1,75k-150k,2
10,2002,3,1,3,1,46300,0,0,0,1,0,0,4,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,3-5,2,1,1,30k-75k,1
8,1996,2,0,0,9,40000,1,1,0,1,0,1,3,3,Otros,8,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
7,1992,2,2,0,9,61000,1,1,0,1,0,0,3,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1990-1994,4,1-2,1,1,0,30k-75k,1
10,1997,103,0,0,11,250000,1,1,0,1,0,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,15+,4,0,0,150k-500k,3
3,2006,5,0,0,4,50000,1,0,0,0,0,0,1,2,Otros,8,Otros,3,2005-2009,7,3-5,2,0,0,30k-75k,1
7,2007,25,5,5,7,100000,1,0,0,0,0,0,3,3,Otros,8,Otros,3,2005-2009,7,15+,4,1,1,75k-150k,2
1,2000,1,1,2,2,36900,1,1,0,1,0,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,1-2,1,1,1,30k-75k,1
2,1994,4,0,0,4,65000,1,1,0,1,0,0,1,2,FIFTH THIRD BANK,3,OH,2,1990-1994,4,3-5,2,0,0,30k-75k,1
1,2007,7,0,7,2,111200,1,0,0,1,0,0,1,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,6-15,3,0,1,75k-150k,2
3,2006,1,0,0,6,925000,1,1,0,0,0,0,1,2,FIFTH THIRD BANK,3,OH,2,2005-2009,7,1-2,1,0,0,500k+,4
9,2005,2,0,2,1,162500,1,0,0,1,0,0,3,1,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,1-2,1,0,1,150k-500k,3
10,1997,10,0,0,3,92000,1,1,0,1,0,1,4,1,FIFTH THIRD BANK,3,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
12,1996,27,10,17,5,330000,1,1,0,1,0,0,4,2,COMMUNITY CAP. DEVEL CORP,2,OH,2,1995-1999,5,15+,4,1,1,150k-500k,3
1,2007,11,0,11,2,98961,1,0,0,1,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,6-15,3,0,1,75k-150k,2
5,2005,24,3,6,6,85000,1,1,0,0,0,0,2,2,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,15+,4,1,1,75k-150k,2
6,2004,2,13,15,6,145000,1,1,1,0,0,0,2,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,1-2,1,1,1,75k-150k,2
11,2010,2,6,2,12,75000,0,0,0,1,0,0,4,4,Otros,8,OH,2,2010-2014,8,1-2,1,1,1,30k-75k,1
7,2003,18,18,0,9,173800,1,1,0,1,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,15+,4,1,0,150k-500k,3
1,2003,2,0,0,1,985000,1,1,0,0,0,0,1,1,Otros,8,Otros,3,2000-2004,6,1-2,1,0,0,500k+,4
7,2003,21,0,21,8,170000,1,0,0,1,0,0,3,3,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,15+,4,0,1,150k-500k,3
6,2007,2,1,2,6,136406,1,1,0,0,1,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,75k-150k,2
3,2000,4,0,0,8,72400,1,1,0,0,0,1,1,3,Otros,8,Otros,3,2000-2004,6,3-5,2,0,0,30k-75k,1
7,2006,0,0,0,4,45622,1,1,0,1,1,0,3,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,30k-75k,1
5,2010,20,10,0,6,225000,1,1,1,1,0,0,2,2,Otros,8,OH,2,2010-2014,8,15+,4,1,0,150k-500k,3
11,2005,1,0,1,12,36000,0,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,30k-75k,1
6,1990,8,0,0,7,63650,1,0,1,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,6-15,3,0,0,30k-75k,1
9,2005,3,0,3,10,172523,1,1,0,1,1,0,3,4,FIFTH THIRD BANK,3,OH,2,2005-2009,7,3-5,2,0,1,150k-500k,3
5,1985,45,0,0,12,221000,1,1,0,1,0,0,2,4,Otros,8,OH,2,1985-1989,3,15+,4,0,0,150k-500k,3
6,1993,36,0,0,7,100000,1,1,0,1,0,0,2,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1990-1994,4,15+,4,0,0,75k-150k,2
3,2005,8,0,8,3,49965,0,1,0,1,1,0,1,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,30k-75k,1
4,2006,20,20,0,4,155229,1,1,0,1,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,15+,4,1,0,150k-500k,3
3,2005,1,0,1,4,33000,1,1,0,1,0,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,30k-75k,1
6,2006,4,0,4,7,15946,0,0,0,1,1,0,2,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,0-30k,0
2,1986,58,0,0,5,489000,1,1,0,1,0,0,1,2,Otros,8,OH,2,1985-1989,3,15+,4,0,0,150k-500k,3
8,1994,2,0,0,10,360000,1,1,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1990-1994,4,1-2,1,0,0,150k-500k,3
12,2006,17,0,17,2,458031,1,1,0,0,1,0,4,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,15+,4,0,1,150k-500k,3
1,2005,2,2,1,2,50000,0,1,0,1,0,0,1,1,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,1-2,1,1,1,30k-75k,1
1,2007,3,3,0,2,60000,0,0,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,3-5,2,1,0,30k-75k,1
9,2007,5,1,5,4,26152,0,0,0,1,1,0,3,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,0-30k,0
6,2005,3,3,3,10,64500,0,0,0,1,0,0,2,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,30k-75k,1
1,1997,9,0,0,1,30000,1,1,0,1,0,1,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,6-15,3,0,0,0-30k,0
3,2004,6,0,0,6,67500,1,1,0,0,0,1,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,6-15,3,0,0,30k-75k,1
3,2007,2,2,2,6,98425,0,0,0,1,1,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,75k-150k,2
10,2006,2,0,2,11,15000,1,0,0,1,1,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,0,1,0-30k,0
9,1995,4,0,0,10,75000,1,1,0,1,0,1,3,4,Otros,8,OH,2,1995-1999,5,3-5,2,0,0,30k-75k,1
2,2011,4,6,10,12,202000,1,1,0,1,1,0,1,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2010-2014,8,3-5,2,1,1,150k-500k,3
6,1995,24,0,0,7,500000,1,1,0,1,0,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,15+,4,0,0,150k-500k,3
4,2002,4,2,2,5,179810,1,0,0,1,1,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,3-5,2,1,1,150k-500k,3
12,1992,6,0,0,1,150000,1,1,0,1,0,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1990-1994,4,6-15,3,0,0,75k-150k,2
4,2005,2,2,4,6,20000,1,0,0,1,0,0,2,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,1-2,1,1,1,0-30k,0
12,2000,5,3,2,3,165000,1,1,0,1,1,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,3-5,2,1,1,150k-500k,3
2,2003,4,4,4,2,284000,0,0,1,1,0,0,1,1,Otros,8,Otros,3,2000-2004,6,3-5,2,1,1,150k-500k,3
9,1998,3,0,0,10,100000,0,0,0,1,0,1,3,4,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
6,2009,11,4,11,6,84975,0,1,0,1,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,6-15,3,1,1,75k-150k,2
4,2004,1,1,1,4,179400,1,0,0,0,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,1-2,1,1,1,150k-500k,3
7,1990,20,0,0,10,150000,1,1,0,1,0,0,3,4,"PNC BANK, NATIONAL ASSOCIATION",9,Otros,3,1990-1994,4,15+,4,0,0,75k-150k,2
3,2010,4,0,4,3,35800,1,1,0,1,0,0,1,1,Otros,8,OH,2,2010-2014,8,3-5,2,0,1,30k-75k,1
3,2006,2,0,2,5,10000,1,0,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,1-2,1,0,1,0-30k,0
5,1997,4,0,0,1,242600,1,0,0,1,0,0,2,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,3-5,2,0,0,150k-500k,3
10,2005,14,0,14,1,5000,1,1,0,0,1,0,4,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,0-30k,0
8,2006,26,6,26,8,1050883,0,1,0,1,1,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,15+,4,1,1,500k+,4
6,1997,3,0,0,6,297000,1,1,0,1,0,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,3-5,2,0,0,150k-500k,3
6,1996,1,0,0,7,100000,1,0,0,1,0,1,2,3,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
6,2005,3,3,3,9,49449,0,0,0,1,1,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,30k-75k,1
9,2007,3,5,3,9,25000,0,1,0,1,0,0,3,3,Otros,8,Otros,3,2005-2009,7,3-5,2,1,1,0-30k,0
3,2005,2,0,2,6,9875,0,1,0,0,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
9,2002,3,0,6,8,233000,1,1,0,1,1,0,3,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,3-5,2,0,1,150k-500k,3
5,2010,1,4,1,5,52500,1,0,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2010-2014,8,1-2,1,1,1,30k-75k,1
11,2004,4,0,4,1,38752,1,1,0,0,1,0,4,1,CAPITAL ONE NATL ASSOC,0,Otros,3,2000-2004,6,3-5,2,0,1,30k-75k,1
9,2002,13,0,0,10,125000,1,1,0,1,0,1,3,4,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,6-15,3,0,0,75k-150k,2
3,2005,7,1,8,5,111226,1,1,0,1,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,1,1,75k-150k,2
11,2006,5,0,5,9,50000,1,1,0,1,1,0,4,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,30k-75k,1
1,1992,44,10,40,11,147000,1,1,0,1,0,0,1,4,Otros,8,OH,2,1990-1994,4,15+,4,1,1,75k-150k,2
8,2006,1,10,0,9,108000,1,0,0,1,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,1-2,1,1,0,75k-150k,2
4,2005,5,0,0,6,60000,1,0,0,1,0,1,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,3-5,2,0,0,30k-75k,1
1,1997,1,0,0,3,30000,1,0,0,1,0,1,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
12,1995,60,0,0,4,160000,1,1,1,1,0,0,4,2,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,15+,4,0,0,150k-500k,3
11,2002,2,0,0,1,73000,1,0,0,1,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,0,0,30k-75k,1
11,1999,5,0,0,10,150000,1,0,0,1,0,1,4,4,Otros,8,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
10,2002,4,10,4,11,30000,1,1,0,1,0,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,3-5,2,1,1,0-30k,0
8,1999,3,1,2,10,160000,1,1,0,0,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,1,1,150k-500k,3
4,2005,3,3,2,5,80900,1,0,0,0,0,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,3-5,2,1,1,75k-150k,2
3,2008,0,0,0,3,9400,1,1,0,0,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
3,2001,42,4,42,3,1275000,0,1,0,1,0,0,1,1,Otros,8,Otros,3,2000-2004,6,15+,4,1,1,500k+,4
7,2005,4,0,0,8,150000,1,0,0,1,0,1,3,3,Otros,8,OH,2,2005-2009,7,3-5,2,0,0,75k-150k,2
3,1998,1,0,0,4,1075000,1,1,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,500k+,4
12,1999,17,0,0,7,250000,1,1,0,1,0,0,4,3,Otros,8,OH,2,1995-1999,5,15+,4,0,0,150k-500k,3
11,1992,5,0,0,1,63000,1,1,0,1,0,0,4,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1990-1994,4,3-5,2,0,0,30k-75k,1
2,2006,4,1,4,3,44963,1,1,0,0,1,0,1,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,3-5,2,1,1,30k-75k,1
10,1997,22,0,0,5,100000,0,1,1,1,0,1,4,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,15+,4,0,0,75k-150k,2
12,2006,22,5,22,3,20600,1,1,0,1,0,0,4,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,15+,4,1,1,0-30k,0
3,2005,21,0,0,4,1820000,1,1,1,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,15+,4,0,0,500k+,4
11,2006,8,10,8,4,15000,0,0,0,1,1,0,4,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,6-15,3,1,1,0-30k,0
1,1984,31,0,0,11,101000,1,1,0,1,0,0,1,4,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1980-1984,2,15+,4,0,0,75k-150k,2
5,1995,12,0,0,7,164882,1,1,0,1,0,0,2,3,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,6-15,3,0,0,150k-500k,3
3,2007,22,6,22,5,98930,0,1,0,1,1,0,1,2,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,15+,4,1,1,75k-150k,2
5,2007,14,6,0,11,392000,1,1,0,1,0,0,2,4,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,2005-2009,7,6-15,3,1,0,150k-500k,3
6,1995,2,0,0,7,10000,1,0,0,1,0,1,2,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
1,2000,10,0,0,5,63000,1,0,0,1,0,1,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,6-15,3,0,0,30k-75k,1
1,2006,26,2,26,2,200000,1,0,0,1,0,0,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,15+,4,1,1,150k-500k,3
3,1986,16,0,0,7,98000,1,1,0,1,0,0,1,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1985-1989,3,15+,4,0,0,75k-150k,2
4,1992,30,0,0,7,795000,1,0,1,1,0,0,2,3,Otros,8,OH,2,1990-1994,4,15+,4,0,0,500k+,4
10,2000,4,0,0,9,100000,1,1,0,1,0,1,4,3,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,3-5,2,0,0,75k-150k,2
6,2003,1,2,3,7,63000,1,0,1,1,0,0,2,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,1-2,1,1,1,30k-75k,1
10,2004,6,5,1,4,180000,1,0,0,1,0,0,4,2,FIFTH THIRD BANK,3,OH,2,2000-2004,6,6-15,3,1,1,150k-500k,3
10,2006,3,2,3,10,50000,1,1,0,0,0,0,4,4,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,3-5,2,1,1,30k-75k,1
6,1996,7,3,7,5,163000,1,1,0,1,0,0,2,2,Otros,8,OH,2,1995-1999,5,6-15,3,1,1,150k-500k,3
9,1987,13,6,7,2,105000,1,1,0,1,0,0,3,1,Otros,8,OH,2,1985-1989,3,6-15,3,1,1,75k-150k,2
8,1987,17,9,8,3,82000,1,1,0,1,0,0,3,1,COMMUNITY CAP. DEVEL CORP,2,OH,2,1985-1989,3,15+,4,1,1,75k-150k,2
10,2005,32,0,0,11,126900,0,1,0,1,0,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,15+,4,0,0,75k-150k,2
5,2003,12,8,12,7,130000,1,1,1,1,0,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,6-15,3,1,1,75k-150k,2
7,2002,7,0,0,7,30000,0,0,0,0,0,1,3,3,Otros,8,OH,2,2000-2004,6,6-15,3,0,0,0-30k,0
3,2001,8,0,8,4,35500,1,1,0,1,0,0,1,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,0,1,30k-75k,1
7,1997,33,0,0,9,182473,1,1,0,1,0,0,3,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,15+,4,0,0,150k-500k,3
7,2006,40,0,0,10,400000,0,1,0,0,0,0,3,4,Otros,8,OH,2,2005-2009,7,15+,4,0,0,150k-500k,3
3,2009,0,0,0,8,35807,1,1,0,1,1,0,1,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,30k-75k,1
10,2005,5,0,5,12,171600,1,1,0,0,0,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,3-5,2,0,1,150k-500k,3
10,2004,1,0,1,11,76500,1,1,0,0,0,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,0,1,75k-150k,2
7,1997,4,0,0,2,175841,1,0,0,1,0,0,3,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,3-5,2,0,0,150k-500k,3
11,1992,5,0,0,7,475602,1,0,1,1,0,0,4,3,FIFTH THIRD BANK,3,OH,2,1990-1994,4,3-5,2,0,0,150k-500k,3
4,2000,3,0,3,5,50000,1,0,0,1,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,3-5,2,0,1,30k-75k,1
1,1998,3,0,0,3,80000,1,0,0,1,0,1,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
8,1991,15,6,0,1,194000,1,1,0,1,0,0,3,1,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1990-1994,4,6-15,3,1,0,150k-500k,3
